releasedate,release,releaseyear,releasemonth,releaseday,releasehour,releaseminute,coveredyear,coveredperiod,freq
2011-11-30 08:30:00,Productivity and Costs,2011,11,30,8,30,2011,3,4
2011-12-02 08:30:00,Employment Situation,2011,12,2,8,30,2011,11,12
2011-12-02 08:30:00,Employment Situation,2011,12,2,8,30,2011,11,12
2011-12-06 10:00:00,Metropolitan Area Employment and Unemployment,2011,12,6,10,0,2011,10,12
2011-12-07 10:00:00,Employer Costs for Employee Compensation,2011,12,7,10,0,2011,9,12
2011-12-08 10:00:00,Work Experience of the Population,2011,12,8,10,0,2010,1,1
2011-12-13 10:00:00,Job Openings and Labor Turnover Survey,2011,12,13,10,0,2011,10,12
2011-12-14 08:30:00,U.S. Import and Export Price Indexes,2011,12,14,8,30,2011,11,12
2011-12-15 08:30:00,Producer Price Index,2011,12,15,8,30,2011,11,12
2011-12-16 08:30:00,Consumer Price Index,2011,12,16,8,30,2011,11,12
2011-12-16 08:30:00,Real Earnings,2011,12,16,8,30,2011,11,12
2011-12-20 10:00:00,Regional and State Employment and Unemployment,2011,12,20,10,0,2011,11,12
2011-12-21 10:00:00,International Comparisons of Hourly Compensation Costs in Manufacturing,2011,12,21,10,0,2010,1,1
2011-12-22 10:00:00,Mass Layoffs,2011,12,22,10,0,2011,11,12
2011-12-26 00:00:00,Christmas Day,2011,12,26,0,0,2099,0,0
2012-01-02 00:00:00,New Year's Day,2012,1,2,0,0,2099,0,0
2012-01-04 10:00:00,Metropolitan Area Employment and Unemployment,2012,1,4,10,0,2011,11,12
2012-01-06 08:30:00,Employment Situation,2012,1,6,8,30,2011,12,12
2012-01-06 08:30:00,Employment Situation,2012,1,6,8,30,2011,12,12
2012-01-10 10:00:00,County Employment and Wages,2012,1,10,10,0,2011,2,4
2012-01-10 10:00:00,Job Openings and Labor Turnover Survey,2012,1,10,10,0,2011,11,12
2012-01-13 08:30:00,U.S. Import and Export Price Indexes,2012,1,13,8,30,2011,12,12
2012-01-16 00:00:00,"Birthday of Martin Luther King, Jr.",2012,1,16,0,0,2099,0,0
2012-01-18 08:30:00,Producer Price Index,2012,1,18,8,30,2011,12,12
2012-01-19 08:30:00,Consumer Price Index,2012,1,19,8,30,2011,12,12
2012-01-19 08:30:00,Real Earnings,2012,1,19,8,30,2011,12,12
2012-01-24 10:00:00,Regional and State Employment and Unemployment,2012,1,24,10,0,2011,12,12
2012-01-24 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2012,1,24,10,0,2011,4,4
2012-01-25 10:00:00,Mass Layoffs,2012,1,25,10,0,2011,12,12
2012-01-27 10:00:00,Union Membership,2012,1,27,10,0,2011,1,1
2012-01-31 08:30:00,Employment Cost Index,2012,1,31,8,30,2011,4,4
2012-02-01 10:00:00,Employment Projections,2012,2,1,10,0,2099,0,0
2012-02-01 10:00:00,Metropolitan Area Employment and Unemployment,2012,2,1,10,0,2011,12,12
2012-02-01 10:00:00,Quarterly Data Series on Business Employment Dynamics,2012,2,1,10,0,2011,2,4
2012-02-02 08:30:00,Productivity and Costs,2012,2,2,8,30,2011,4,4
2012-02-03 08:30:00,Employment Situation,2012,2,3,8,30,2012,1,12
2012-02-03 08:30:00,Employment Situation,2012,2,3,8,30,2012,1,12
2012-02-07 10:00:00,Job Openings and Labor Turnover Survey,2012,2,7,10,0,2011,12,12
2012-02-08 10:00:00,Major Work Stoppages,2012,2,8,10,0,2011,1,1
2012-02-09 10:00:00,"America's Youth at 24:  School Enrollment, Training, and Work Activity",2012,2,9,10,0,2099,0,0
2012-02-10 10:00:00,Extended Mass Layoffs,2012,2,10,10,0,2011,4,4
2012-02-14 08:30:00,U.S. Import and Export Price Indexes,2012,2,14,8,30,2012,1,12
2012-02-16 08:30:00,Producer Price Index,2012,2,16,8,30,2012,1,12
2012-02-17 08:30:00,Consumer Price Index,2012,2,17,8,30,2012,1,12
2012-02-17 08:30:00,Real Earnings,2012,2,17,8,30,2012,1,12
2012-02-20 00:00:00,Washington's Birthday,2012,2,20,0,0,2099,0,0
2012-02-22 10:00:00,Volunteering in the United States,2012,2,22,10,0,2011,1,1
2012-02-23 10:00:00,Mass Layoffs,2012,2,23,10,0,2012,1,12
2012-02-29 10:00:00,Regional and State Unemployment,2012,2,29,10,0,2011,1,1
2012-03-07 08:30:00,Productivity and Costs,2012,3,7,8,30,2011,4,4
2012-03-09 08:30:00,Employment Situation,2012,3,9,8,30,2012,2,12
2012-03-09 08:30:00,Employment Situation,2012,3,9,8,30,2012,2,12
2012-03-13 10:00:00,Job Openings and Labor Turnover Survey,2012,3,13,10,0,2012,1,12
2012-03-13 10:00:00,Regional and State Employment and Unemployment,2012,3,13,10,0,2012,1,12
2012-03-14 08:30:00,U.S. Import and Export Price Indexes,2012,3,14,8,30,2012,2,12
2012-03-14 10:00:00,Employer Costs for Employee Compensation,2012,3,14,10,0,2011,12,12
2012-03-15 08:30:00,Producer Price Index,2012,3,15,8,30,2012,2,12
2012-03-16 08:30:00,Consumer Price Index,2012,3,16,8,30,2012,2,12
2012-03-16 08:30:00,Real Earnings,2012,3,16,8,30,2012,2,12
2012-03-20 10:00:00,Employment Situation of Veterans,2012,3,20,10,0,2011,1,1
2012-03-21 10:00:00,Multifactor Productivity Trends,2012,3,21,10,0,2010,1,1
2012-03-22 10:00:00,Green Goods and Services,2012,3,22,10,0,2011,1,1
2012-03-23 10:00:00,Mass Layoffs,2012,3,23,10,0,2012,2,12
2012-03-23 10:00:00,Metropolitan Area Employment and Unemployment,2012,3,23,10,0,2012,1,12
2012-03-27 10:00:00,Occupational Employment and Wages,2012,3,27,10,0,2011,1,1
2012-03-28 10:00:00,County Employment and Wages,2012,3,28,10,0,2011,3,4
2012-03-29 10:00:00,Occupational Outlook Handbook,2012,3,29,10,0,2099,0,0
2012-03-29 10:00:00,Productivity and Costs by Industry: Manufacturing Industries,2012,3,29,10,0,2010,1,1
2012-03-30 10:00:00,Regional and State Employment and Unemployment,2012,3,30,10,0,2012,2,12
2012-04-06 08:30:00,Employment Situation,2012,4,6,8,30,2012,3,12
2012-04-06 08:30:00,Employment Situation,2012,4,6,8,30,2012,3,12
2012-04-10 10:00:00,Job Openings and Labor Turnover Survey,2012,4,10,10,0,2012,2,12
2012-04-10 10:00:00,Metropolitan Area Employment and Unemployment,2012,4,10,10,0,2012,2,12
2012-04-11 08:30:00,U.S. Import and Export Price Indexes,2012,4,11,8,30,2012,3,12
2012-04-12 08:30:00,Producer Price Index,2012,4,12,8,30,2012,3,12
2012-04-13 08:30:00,Consumer Price Index,2012,4,13,8,30,2012,3,12
2012-04-13 08:30:00,Real Earnings,2012,4,13,8,30,2012,3,12
2012-04-17 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2012,4,17,10,0,2012,1,4
2012-04-19 10:00:00,College Enrollment and Work Activity of High School Graduates,2012,4,19,10,0,2011,1,1
2012-04-20 10:00:00,Regional and State Employment and Unemployment,2012,4,20,10,0,2012,3,12
2012-04-24 10:00:00,Mass Layoffs,2012,4,24,10,0,2012,3,12
2012-04-26 10:00:00,Employment Characteristics of Families,2012,4,26,10,0,2011,1,1
2012-04-27 08:30:00,Employment Cost Index,2012,4,27,8,30,2012,1,4
2012-05-01 10:00:00,Quarterly Data Series on Business Employment Dynamics,2012,5,1,10,0,2011,3,4
2012-05-02 10:00:00,Metropolitan Area Employment and Unemployment,2012,5,2,10,0,2012,3,12
2012-05-03 08:30:00,Productivity and Costs,2012,5,3,8,30,2012,1,4
2012-05-04 08:30:00,Employment Situation,2012,5,4,8,30,2012,4,12
2012-05-04 08:30:00,Employment Situation,2012,5,4,8,30,2012,4,12
2012-05-08 10:00:00,Job Openings and Labor Turnover Survey,2012,5,8,10,0,2012,3,12
2012-05-09 10:00:00,Multifactor Productivity Trends,2012,5,9,10,0,2011,1,1
2012-05-10 08:30:00,U.S. Import and Export Price Indexes,2012,5,10,8,30,2012,4,12
2012-05-11 08:30:00,Producer Price Index,2012,5,11,8,30,2012,4,12
2012-05-15 08:30:00,Consumer Price Index,2012,5,15,8,30,2012,4,12
2012-05-15 08:30:00,Real Earnings,2012,5,15,8,30,2012,4,12
2012-05-16 10:00:00,Extended Mass Layoffs,2012,5,16,10,0,2012,1,4
2012-05-18 10:00:00,Regional and State Employment and Unemployment,2012,5,18,10,0,2012,4,12
2012-05-22 10:00:00,Mass Layoffs,2012,5,22,10,0,2012,4,12
2012-05-24 10:00:00,Labor Force Characteristics of Foreign-born Workers,2012,5,24,10,0,2011,1,1
2012-05-28 00:00:00,Memorial Day,2012,5,28,0,0,2099,0,0
2012-05-30 10:00:00,Metropolitan Area Employment and Unemployment,2012,5,30,10,0,2012,4,12
2012-05-31 10:00:00,Productivity and Costs: Selected Service-Providing and Mining Industries,2012,5,31,10,0,2010,1,1
2012-06-01 08:30:00,Employment Situation,2012,6,1,8,30,2012,5,12
2012-06-01 08:30:00,Employment Situation,2012,6,1,8,30,2012,5,12
2012-06-06 08:30:00,Productivity and Costs,2012,6,6,8,30,2012,1,4
2012-06-07 10:00:00,Employer Costs for Employee Compensation,2012,6,7,10,0,2012,3,12
2012-06-08 10:00:00,Persons with a Disability: Labor Force Characteristics,2012,6,8,10,0,2011,1,1
2012-06-12 08:30:00,U.S. Import and Export Price Indexes,2012,6,12,8,30,2012,5,12
2012-06-13 08:30:00,Producer Price Index,2012,6,13,8,30,2012,5,12
2012-06-14 08:30:00,Consumer Price Index,2012,6,14,8,30,2012,5,12
2012-06-14 08:30:00,Real Earnings,2012,6,14,8,30,2012,5,12
2012-06-15 10:00:00,Regional and State Employment and Unemployment,2012,6,15,10,0,2012,5,12
2012-06-19 10:00:00,Job Openings and Labor Turnover Survey,2012,6,19,10,0,2012,4,12
2012-06-20 10:00:00,Mass Layoffs,2012,6,20,10,0,2012,5,12
2012-06-22 10:00:00,American Time Use Survey,2012,6,22,10,0,2011,1,1
2012-06-26 10:00:00,Multifactor Productivity Trends in Manufacturing,2012,6,26,10,0,2010,1,1
2012-06-27 10:00:00,Metropolitan Area Employment and Unemployment,2012,6,27,10,0,2012,5,12
2012-06-28 10:00:00,County Employment and Wages,2012,6,28,10,0,2011,4,4
2012-06-29 10:00:00,Green Technologies and Practices,2012,6,29,10,0,2011,8,12
2012-07-04 00:00:00,Independence Day,2012,7,4,0,0,2099,0,0
2012-07-06 08:30:00,Employment Situation,2012,7,6,8,30,2012,6,12
2012-07-06 08:30:00,Employment Situation,2012,7,6,8,30,2012,6,12
2012-07-10 10:00:00,Job Openings and Labor Turnover Survey,2012,7,10,10,0,2012,5,12
2012-07-11 10:00:00,Employee Benefits in the United States,2012,7,11,10,0,2012,3,12
2012-07-12 08:30:00,U.S. Import and Export Price Indexes,2012,7,12,8,30,2012,6,12
2012-07-13 08:30:00,Producer Price Index,2012,7,13,8,30,2012,6,12
2012-07-17 08:30:00,Consumer Price Index,2012,7,17,8,30,2012,6,12
2012-07-17 08:30:00,Real Earnings,2012,7,17,8,30,2012,6,12
2012-07-18 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2012,7,18,10,0,2012,2,4
2012-07-20 10:00:00,Mass Layoffs,2012,7,20,10,0,2012,6,12
2012-07-20 10:00:00,Regional and State Employment and Unemployment,2012,7,20,10,0,2012,6,12
2012-07-25 10:00:00,"Number of Jobs, Labor Market Experience, and Earnings Growth:  Results from a National Longitudinal Survey",2012,7,25,10,0,2099,0,0
2012-07-31 08:30:00,Employment Cost Index,2012,7,31,8,30,2012,2,4
2012-08-01 10:00:00,Metropolitan Area Employment and Unemployment,2012,8,1,10,0,2012,6,12
2012-08-02 10:00:00,Quarterly Data Series on Business Employment Dynamics,2012,8,2,10,0,2011,4,4
2012-08-03 08:30:00,Employment Situation,2012,8,3,8,30,2012,7,12
2012-08-03 08:30:00,Employment Situation,2012,8,3,8,30,2012,7,12
2012-08-07 10:00:00,Job Openings and Labor Turnover Survey,2012,8,7,10,0,2012,6,12
2012-08-08 08:30:00,Productivity and Costs,2012,8,8,8,30,2012,2,4
2012-08-09 10:00:00,Extended Mass Layoffs,2012,8,9,10,0,2012,2,4
2012-08-10 08:30:00,U.S. Import and Export Price Indexes,2012,8,10,8,30,2012,7,12
2012-08-14 08:30:00,Producer Price Index,2012,8,14,8,30,2012,7,12
2012-08-15 08:30:00,Consumer Price Index,2012,8,15,8,30,2012,7,12
2012-08-15 08:30:00,Real Earnings,2012,8,15,8,30,2012,7,12
2012-08-16 10:00:00,Access to and Use of Leave-2011 Data from the American Time Use Survey,2012,8,16,10,0,2099,0,0
2012-08-17 10:00:00,Regional and State Employment and Unemployment,2012,8,17,10,0,2012,7,12
2012-08-21 10:00:00,Summer Youth Labor Force,2012,8,21,10,0,2012,1,1
2012-08-23 10:00:00,Mass Layoffs,2012,8,23,10,0,2012,7,12
2012-08-24 10:00:00,Worker Displacement,2012,8,24,10,0,2012,1,12
2012-08-29 10:00:00,Metropolitan Area Employment and Unemployment,2012,8,29,10,0,2012,7,12
2012-08-30 10:00:00,"Productivity and Costs: Wholesale Trade, Retail Trade, Food Services, and Drinking Places Industries",2012,8,30,10,0,2011,1,1
2012-09-03 00:00:00,Labor Day,2012,9,3,0,0,2099,0,0
2012-09-05 08:30:00,Productivity and Costs,2012,9,5,8,30,2012,2,4
2012-09-07 08:30:00,Employment Situation,2012,9,7,8,30,2012,8,12
2012-09-07 08:30:00,Employment Situation,2012,9,7,8,30,2012,8,12
2012-09-11 10:00:00,Employer Costs for Employee Compensation,2012,9,11,10,0,2012,6,12
2012-09-11 10:00:00,Job Openings and Labor Turnover Survey,2012,9,11,10,0,2012,7,12
2012-09-12 08:30:00,U.S. Import and Export Price Indexes,2012,9,12,8,30,2012,8,12
2012-09-13 08:30:00,Producer Price Index,2012,9,13,8,30,2012,8,12
2012-09-14 08:30:00,Consumer Price Index,2012,9,14,8,30,2012,8,12
2012-09-14 08:30:00,Real Earnings,2012,9,14,8,30,2012,8,12
2012-09-18 10:00:00,Employee Tenure,2012,9,18,10,0,2012,1,12
2012-09-20 10:00:00,Census of Fatal Occupational Injuries,2012,9,20,10,0,2011,1,1
2012-09-21 10:00:00,Mass Layoffs,2012,9,21,10,0,2012,8,12
2012-09-21 10:00:00,Regional and State Employment and Unemployment,2012,9,21,10,0,2012,8,12
2012-09-25 10:00:00,Consumer Expenditures,2012,9,25,10,0,2011,1,1
2012-09-26 10:00:00,Multifactor Productivity Trends for Detailed Industries,2012,9,26,10,0,2010,1,1
2012-09-27 10:00:00,County Employment and Wages,2012,9,27,10,0,2012,1,4
2012-09-28 10:00:00,Occupational Employment and Wages in Green Goods and Services,2012,9,28,10,0,2011,11,12
2012-10-03 10:00:00,Metropolitan Area Employment and Unemployment,2012,10,3,10,0,2012,8,12
2012-10-05 08:30:00,Employment Situation,2012,10,5,8,30,2012,9,12
2012-10-05 08:30:00,Employment Situation,2012,10,5,8,30,2012,9,12
2012-10-08 00:00:00,Columbus Day,2012,10,8,0,0,2099,0,0
2012-10-10 10:00:00,Job Openings and Labor Turnover Survey,2012,10,10,10,0,2012,8,12
2012-10-11 08:30:00,U.S. Import and Export Price Indexes,2012,10,11,8,30,2012,9,12
2012-10-12 08:30:00,Producer Price Index,2012,10,12,8,30,2012,9,12
2012-10-16 08:30:00,Consumer Price Index,2012,10,16,8,30,2012,9,12
2012-10-16 08:30:00,Real Earnings,2012,10,16,8,30,2012,9,12
2012-10-18 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2012,10,18,10,0,2012,3,4
2012-10-19 10:00:00,Regional and State Employment and Unemployment,2012,10,19,10,0,2012,9,12
2012-10-23 10:00:00,Mass Layoffs,2012,10,23,10,0,2012,9,12
2012-10-25 10:00:00,Occupational Injuries and Illnesses,2012,10,25,10,0,2011,1,1
2012-10-30 10:00:00,Metropolitan Area Employment and Unemployment,2012,10,30,10,0,2012,9,12
2012-10-31 08:30:00,Employment Cost Index,2012,10,31,8,30,2012,3,4
2012-11-01 08:30:00,Productivity and Costs,2012,11,1,8,30,2012,3,4
2012-11-02 08:30:00,Employment Situation,2012,11,2,8,30,2012,10,12
2012-11-02 08:30:00,Employment Situation,2012,11,2,8,30,2012,10,12
2012-11-06 10:00:00,Job Openings and Labor Turnover Survey,2012,11,6,10,0,2012,9,12
2012-11-08 10:00:00,Extended Mass Layoffs,2012,11,8,10,0,2012,3,4
2012-11-08 10:00:00,Nonfatal Occupational Injuries and Illnesses Requiring Days Away From Work,2012,11,8,10,0,2011,1,1
2012-11-09 08:30:00,U.S. Import and Export Price Indexes,2012,11,9,8,30,2012,10,12
2012-11-12 00:00:00,Veterans Day,2012,11,12,0,0,2099,0,0
2012-11-14 08:30:00,Producer Price Index,2012,11,14,8,30,2012,10,12
2012-11-15 08:30:00,Consumer Price Index,2012,11,15,8,30,2012,10,12
2012-11-15 08:30:00,Real Earnings,2012,11,15,8,30,2012,10,12
2012-11-16 10:00:00,Quarterly Data Series on Business Employment Dynamics,2012,11,16,10,0,2012,1,4
2012-11-20 10:00:00,Mass Layoffs,2012,11,20,10,0,2012,10,12
2012-11-20 10:00:00,Regional and State Employment and Unemployment,2012,11,20,10,0,2012,10,12
2012-11-22 00:00:00,Thanksgiving Day,2012,11,22,0,0,2099,0,0
2012-11-28 10:00:00,Metropolitan Area Employment and Unemployment,2012,11,28,10,0,2012,10,12
2012-12-05 08:30:00,Productivity and Costs,2012,12,5,8,30,2012,3,4
2012-12-06 10:00:00,International Comparisons of Manufacturing Productivity and Unit Labor Cost Trends,2012,12,6,10,0,2011,1,1
2012-12-07 08:30:00,Employment Situation,2012,12,7,8,30,2012,11,12
2012-12-07 08:30:00,Employment Situation,2012,12,7,8,30,2012,11,12
2012-12-11 10:00:00,Employer Costs for Employee Compensation,2012,12,11,10,0,2012,9,12
2012-12-11 10:00:00,Job Openings and Labor Turnover Survey,2012,12,11,10,0,2012,10,12
2012-12-12 08:30:00,U.S. Import and Export Price Indexes,2012,12,12,8,30,2012,11,12
2012-12-13 08:30:00,Producer Price Index,2012,12,13,8,30,2012,11,12
2012-12-14 08:30:00,Consumer Price Index,2012,12,14,8,30,2012,11,12
2012-12-14 08:30:00,Real Earnings,2012,12,14,8,30,2012,11,12
2012-12-18 10:00:00,Work Experience of the Population,2012,12,18,10,0,2011,1,1
2012-12-19 10:00:00,International Comparisons of Hourly Compensation Costs in Manufacturing,2012,12,19,10,0,2011,1,1
2012-12-21 10:00:00,Mass Layoffs,2012,12,21,10,0,2012,11,12
2012-12-21 10:00:00,Regional and State Employment and Unemployment,2012,12,21,10,0,2012,11,12
2012-12-25 00:00:00,Christmas Day,2012,12,25,0,0,2099,0,0
2013-01-01 00:00:00,New Year's Day,2013,1,1,0,0,2099,0,0
2013-01-04 08:30:00,Employment Situation,2013,1,4,8,30,2012,12,12
2013-01-04 08:30:00,Employment Situation,2013,1,4,8,30,2012,12,12
2013-01-08 10:00:00,County Employment and Wages,2013,1,8,10,0,2012,2,4
2013-01-08 10:00:00,Metropolitan Area Employment and Unemployment,2013,1,8,10,0,2012,11,12
2013-01-10 10:00:00,Job Openings and Labor Turnover Survey,2013,1,10,10,0,2012,11,12
2013-01-11 08:30:00,U.S. Import and Export Price Indexes,2013,1,11,8,30,2012,12,12
2013-01-15 08:30:00,Producer Price Index,2013,1,15,8,30,2012,12,12
2013-01-16 08:30:00,Consumer Price Index,2013,1,16,8,30,2012,12,12
2013-01-16 08:30:00,Real Earnings,2013,1,16,8,30,2012,12,12
2013-01-18 10:00:00,Regional and State Employment and Unemployment,2013,1,18,10,0,2012,12,12
2013-01-18 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2013,1,18,10,0,2012,4,4
2013-01-21 00:00:00,"Birthday of Martin Luther King, Jr.",2013,1,21,0,0,2099,0,0
2013-01-23 10:00:00,Union Membership,2013,1,23,10,0,2012,1,1
2013-01-25 10:00:00,Mass Layoffs,2013,1,25,10,0,2012,12,12
2013-01-29 10:00:00,Quarterly Data Series on Business Employment Dynamics,2013,1,29,10,0,2012,2,4
2013-01-30 10:00:00,Metropolitan Area Employment and Unemployment,2013,1,30,10,0,2012,12,12
2013-01-31 08:30:00,Employment Cost Index,2013,1,31,8,30,2012,4,4
2013-02-01 08:30:00,Employment Situation,2013,2,1,8,30,2013,1,12
2013-02-01 08:30:00,Employment Situation,2013,2,1,8,30,2013,1,12
2013-02-07 08:30:00,Productivity and Costs,2013,2,7,8,30,2012,4,4
2013-02-08 10:00:00,Major Work Stoppages,2013,2,8,10,0,2012,1,1
2013-02-12 10:00:00,Job Openings and Labor Turnover Survey,2013,2,12,10,0,2012,12,12
2013-02-13 08:30:00,U.S. Import and Export Price Indexes,2013,2,13,8,30,2013,1,12
2013-02-14 10:00:00,Extended Mass Layoffs,2013,2,14,10,0,2012,4,4
2013-02-18 00:00:00,Washington's Birthday,2013,2,18,0,0,2099,0,0
2013-02-20 08:30:00,Producer Price Index,2013,2,20,8,30,2013,1,12
2013-02-21 08:30:00,Consumer Price Index,2013,2,21,8,30,2013,1,12
2013-02-21 08:30:00,Real Earnings,2013,2,21,8,30,2013,1,12
2013-02-22 10:00:00,Volunteering in the United States,2013,2,22,10,0,2012,1,1
2013-02-26 10:00:00,Mass Layoffs,2013,2,26,10,0,2013,1,12
2013-03-01 10:00:00,"Americas Youth at 26:  School Enrollment, Training, and Work Activity",2013,3,1,10,0,2099,0,0
2013-03-01 10:00:00,Regional and State Unemployment,2013,3,1,10,0,2012,1,1
2013-03-07 08:30:00,Productivity and Costs,2013,3,7,8,30,2012,4,4
2013-03-08 08:30:00,Employment Situation,2013,3,8,8,30,2013,2,12
2013-03-08 08:30:00,Employment Situation,2013,3,8,8,30,2013,2,12
2013-03-12 10:00:00,Employer Costs for Employee Compensation,2013,3,12,10,0,2012,12,12
2013-03-12 10:00:00,Job Openings and Labor Turnover Survey,2013,3,12,10,0,2013,1,12
2013-03-13 08:30:00,U.S. Import and Export Price Indexes,2013,3,13,8,30,2013,2,12
2013-03-14 08:30:00,Producer Price Index,2013,3,14,8,30,2013,2,12
2013-03-15 08:30:00,Consumer Price Index,2013,3,15,8,30,2013,2,12
2013-03-15 08:30:00,Real Earnings,2013,3,15,8,30,2013,2,12
2013-03-18 10:00:00,Regional and State Employment and Unemployment,2013,3,18,10,0,2013,1,12
2013-03-19 10:00:00,Green Goods and Services,2013,3,19,10,0,2011,1,1
2013-03-20 10:00:00,Employment Situation of Veterans,2013,3,20,10,0,2012,1,1
2013-03-21 10:00:00,Productivity and Costs by Industry: Manufacturing Industries,2013,3,21,10,0,2011,1,1
2013-03-22 10:00:00,Mass Layoffs,2013,3,22,10,0,2013,2,12
2013-03-22 10:00:00,Metropolitan Area Employment and Unemployment,2013,3,22,10,0,2013,1,12
2013-03-27 10:00:00,Consumer Expenditures Midyear Update,2013,3,27,10,0,2099,0,0
2013-03-28 10:00:00,County Employment and Wages,2013,3,28,10,0,2012,3,4
2013-03-29 10:00:00,Occupational Employment and Wages,2013,3,29,10,0,2012,1,1
2013-03-29 10:00:00,Regional and State Employment and Unemployment,2013,3,29,10,0,2013,2,12
2013-04-05 08:30:00,Employment Situation,2013,4,5,8,30,2013,3,12
2013-04-05 08:30:00,Employment Situation,2013,4,5,8,30,2013,3,12
2013-04-09 10:00:00,Job Openings and Labor Turnover Survey,2013,4,9,10,0,2013,2,12
2013-04-09 10:00:00,Multifactor Productivity Trends,2013,4,9,10,0,2011,1,1
2013-04-10 10:00:00,Metropolitan Area Employment and Unemployment,2013,4,10,10,0,2013,2,12
2013-04-11 08:30:00,U.S. Import and Export Price Indexes,2013,4,11,8,30,2013,3,12
2013-04-12 08:30:00,Producer Price Index,2013,4,12,8,30,2013,3,12
2013-04-16 08:30:00,Consumer Price Index,2013,4,16,8,30,2013,3,12
2013-04-16 08:30:00,Real Earnings,2013,4,16,8,30,2013,3,12
2013-04-17 10:00:00,College Enrollment and Work Activity of High School Graduates,2013,4,17,10,0,2012,1,1
2013-04-18 10:00:00,Usual Weekly Earnings of Wage and Salary Workers,2013,4,18,10,0,2013,1,4
2013-04-19 10:00:00,Regional and State Employment and Unemployment,2013,4,19,10,0,2013,3,12
2013-04-23 10:00:00,Mass Layoffs,2013,4,23,10,0,2013,3,12
2013-04-24 10:00:00,Persons with a Disability: Barriers to Employment and Other Labor-Related Issues,2013,4,24,10,0,2012,5,12
2013-04-26 10:00:00,Employment Characteristics of Families,2013,4,26,10,0,2012,1,1
2013-04-30 08:30:00,Employment Cost Index,2013,4,30,8,30,2013,1,4
2013-05-01 10:00:00,Metropolitan Area Employment and Unemployment,2013,5,1,10,0,2013,3,12
2013-05-01 10:00:00,Quarterly Data Series on Business Employment Dynamics,2013,5,1,10,0,2012,3,4
2013-05-02 08:30:00,Productivity and Costs,2013,5,2,8,30,2013,1,4
2013-05-03 08:30:00,Employment Situation,2013,5,3,8,30,2013,4,12
2013-05-03 08:30:00,Employment Situation,2013,5,3,8,30,2013,4,12
2013-05-07 10:00:00,Job Openings and Labor Turnover Survey,2013,5,7,10,0,2013,3,12
2013-05-13 10:00:00,Extended Mass Layoffs,2013,5,13,10,0,2013,1,4
2013-05-14 08:30:00,U.S. Import and Export Price Indexes,2013,5,14,8,30,2013,4,12
2013-05-15 08:30:00,Producer Price Index,2013,5,15,8,30,2013,4,12
2013-05-16 08:30:00,Consumer Price Index,2013,5,16,8,30,2013,4,12
2013-05-16 08:30:00,Real Earnings,2013,5,16,8,30,2013,4,12
2013-05-17 10:00:00,Regional and State Employment and Unemployment,2013,5,17,10,0,2013,4,12
2013-05-22 10:00:00,Labor Force Characteristics of Foreign-born Workers,2013,5,22,10,0,2012,1,1
2013-05-22 10:00:00,Mass Layoffs,2013,5,22,10,0,2013,4,12
2013-05-27 00:00:00,Memorial Day,2013,5,27,0,0,2099,0,0
2013-05-29 10:00:00,Metropolitan Area Employment and Unemployment,2013,5,29,10,0,2013,4,12
2013-05-29 10:00:00,Productivity and Costs: Selected Service-Providing and Mining Industries,2013,5,29,10,0,2011,1,1
2013-06-05 08:30:00,Productivity and Costs,2013,6,5,8,30,2013,1,4
2013-06-07 08:30:00,Employment Situation,2013,6,7,8,30,2013,5,12
2013-06-07 08:30:00,Employment Situation,2013,6,7,8,30,2013,5,12
2013-06-11 10:00:00,Job Openings and Labor Turnover Survey,2013,6,11,10,0,2013,4,12
2013-06-12 10:00:00,Employer Costs for Employee Compensation,2013,6,12,10,0,2013,3,12
2013-06-12 10:00:00,Persons with a Disability: Labor Force Characteristics,2013,6,12,10,0,2012,1,1
2013-06-13 08:30:00,U.S. Import and Export Price Indexes,2013,6,13,8,30,2013,5,12
2013-06-14 08:30:00,Producer Price Index,2013,6,14,8,30,2013,5,12
2013-06-18 08:30:00,Consumer Price Index,2013,6,18,8,30,2013,5,12
2013-06-18 08:30:00,Real Earnings,2013,6,18,8,30,2013,5,12
2013-06-19 10:00:00,Multifactor Productivity Trends in Manufacturing,2013,6,19,10,0,2011,1,1
2013-06-20 10:00:00,American Time Use Survey,2013,6,20,10,0,2012,1,1
2013-06-21 10:00:00,Mass Layoffs,2013,6,21,10,0,2013,5,12
2013-06-21 10:00:00,Regional and State Employment and Unemployment,2013,6,21,10,0,2013,5,12
2013-06-27 10:00:00,County Employment and Wages,2013,6,27,10,0,2012,4,4
2013-06-28 10:00:00,Multifactor Productivity Trends,2013,6,28,10,0,2012,1,1
2013-07-02 10:00:00,Metropolitan Area Employment and Unemployment,2013,7,2,10,0,2013,5,12
2013-07-04 00:00:00,Independence Day,2013,7,4,0,0,2099,0,0
2013-07-05 08:30:00,Employment Situation,2013,7,5,8,30,2013,6,12
2013-07-05 08:30:00,Employment Situation,2013,7,5,8,30,2013,6,12
2013-07-09 10:00:00,Job Openings and Labor Turnover Survey,2013,7,9,10,0,2013,5,12
